group,locus,nsam,nsites,nsites_ug,S,Singletons,NMut,nhap,hapdiv,WallsB,WallsQ,ThetaW,ThetaPi,TajD,FuLiDStar,FuLiFStar,Rmin,rho87,pTajD,pnhap,phapdiv,pWallsB,pWallsQ,pFuLiDStar,pFuLiFStar
crustacea,12-Niphargus-rhenorhodanensis-550.fas,12,550,550,138,1,162,6,0.878788,0.280702,0.452174,0.0977363,0.119027,1.02365,1.65356,1.69999,11,9.86486,0.885,0.002,0.004,0.278,0.257,1,0.996
crustacea,12-Pagurus-pollicaris-526.fas,12,526,526,63,4,67,9,0.954545,0.551724,0.694915,0.0421793,0.0627953,2.26076,1.38015,1.83846,6,1.06711,0.999,0.351,0.351,0.033,0.03,0.994,0.999
crustacea,12-Palaemon-peringueyi-393.fas,12,393,393,54,7,57,12,1,0.1,0.176471,0.0481416,0.0545018,0.61006,1.0858,1.09863,13,10.6568,0.792,1,1,0.842,0.834,0.952,0.921
crustacea,12-Scylla-paramamosain-489.fas,12,489,489,14,12,14,12,1,0.153846,0.285714,0.00948047,0.00532937,-1.86809,-2.055,-2.28158,0,10000,0.013,1,1,0.652,0.599,0.04,0.018
crustacea,13-Artemia-franciscana-622.fas,13,622,622,6,0,6,4,0.782051,0,0,0.00310849,0.00362767,0.616752,1.2985,1.27563,0,16.3378,0.767,0.412,0.692,1,1,1,0.887
crustacea,13-Eumunida-spinosa-658.fas,13,658,658,16,7,16,11,0.974359,0.0666667,0.125,0.00783579,0.00666355,-0.628532,-0.384301,-0.512868,3,66.2332,0.28,0.999,0.999,0.91,0.91,0.379,0.296
crustacea,13-Leucothoe-ashleyae-414.fas,13,414,414,80,6,81,13,1,0.705128,0.810127,0.0630483,0.0721541,0.655,1.31735,1.3042,2,1.19209E-07,0.802,1,1,0.008,0.011,0.99,0.948
crustacea,13-Palinurus-mauritanicus-499.fas,13,499,499,17,13,17,13,1,0.125,0.235294,0.0109784,0.00626895,-1.81172,-1.81856,-2.07501,0,10000,0.019,1,1,0.722,0.683,0.065,0.044
crustacea,13-Pollicipes-pollicipes-584.fas,13,584,584,99,13,104,13,1,0.569892,0.723404,0.0573864,0.0729715,1.23726,1.07972,1.28529,7,1.19209E-07,0.934,1,1,0.018,0.019,0.958,0.96
crustacea,135-Halocaridina-rubra-630.fas,135,630,630,97,51,110,135,1,0,0,0.031869,0.0222163,-0.972847,-3.9177,-3.12772,21,2.60732,0.143,1,1,1,1,0.005,0.008
crustacea,139-Asellus-aquaticus-653.fas,139,653,653,263,65,367,139,1,0.076087,0.113514,0.102036,0.0917995,-0.329817,0.0902628,-0.126143,63,19.942,0.454,1,1,0.358,0.465,0.548,0.5
crustacea,14-Armadillidium-lobocurvum-521.fas,14,521,521,23,8,24,10,0.708791,0.190476,0.363636,0.0145174,0.0149579,0.128768,0.0247764,0.0637655,1,10.4621,0.599,0.868,0.021,0.468,0.41,0.509,0.496
crustacea,14-Cherax-preissii-590.fas,14,590,590,40,15,43,14,1,0.0833333,0.162162,0.0229592,0.0238764,0.174574,-0.0494789,0.0160676,8,19.0212,0.644,1,1,0.825,0.822,0.489,0.507
crustacea,14-Gremicambarus-virilis species complex clade 2-538.fas,14,538,538,9,5,9,9,0.923077,0,0,0.00526035,0.00412599,-0.827567,-0.894601,-1.00247,2,10000,0.225,0.998,0.989,1,1,0.263,0.202
crustacea,14-Maja-crispata-548.fas,14,548,548,16,10,17,14,1,0,0,0.0097549,0.0071589,-1.09776,-1.12668,-1.28221,2,2017.55,0.124,1,1,1,1,0.17,0.133
crustacea,14-Moina-cf. micrura 2 MEG-2008-658.fas,14,658,658,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
crustacea,14-Mysis-nordenskioldi-626.fas,14,626,626,25,18,25,14,1,0.0416667,0.08,0.012558,0.00833831,-1.42654,-1.7863,-1.9369,2,143.948,0.07,1,1,0.957,0.957,0.074,0.063
crustacea,14-Phallocryptus-spinosa-508.fas,14,508,508,171,7,199,11,0.956044,0.450704,0.685315,0.123181,0.125898,0.0992522,1.53509,1.30984,6,1.56462E-07,0.575,0.113,0.065,0.053,0.023,0.999,0.964
crustacea,14-Tanymastix-stagnalis-585.fas,14,585,585,54,18,59,12,0.978022,0.0833333,0.163265,0.031714,0.0328543,0.158513,0.165128,0.187613,10,22.4035,0.603,0.852,0.852,0.886,0.856,0.572,0.56
crustacea,147-Balanus-glandula-407.fas,147,407,407,61,37,75,89,0.972137,0,0,0.0331177,0.0108961,-2.10368,-4.24604,-3.96691,11,131.598,0.001,1,1,1,1,0.005,0.004
crustacea,15-Austropotamobius-pallipes-585.fas,15,585,585,73,34,79,15,1,0.0909091,0.179104,0.0415316,0.0376882,-0.403644,-0.518978,-0.561049,17,9.03534,0.4,1,1,0.829,0.806,0.279,0.284
crustacea,15-Cherax-destructor-635.fas,15,635,635,81,15,89,15,1,0.108108,0.186667,0.0431047,0.0533633,1.04073,0.831132,1.02589,14,12.3525,0.907,1,1,0.763,0.793,0.875,0.904
crustacea,15-Chthamalus-dalli-561.fas,15,561,561,55,44,59,15,1,0.16,0.254902,0.0333951,0.0217538,-1.55794,-2.11945,-2.21643,6,29.3895,0.049,1,1,0.509,0.567,0.043,0.042
crustacea,15-Daphnia-dadayana-630.fas,15,630,630,39,11,39,15,1,0.0526316,0.102564,0.0190385,0.0193197,0.0629878,0.23676,0.216987,2,22.1709,0.568,1,1,0.947,0.941,0.635,0.593
crustacea,15-Eriocheir-japonica-651.fas,15,651,651,42,10,45,15,1,0.184211,0.282051,0.0212588,0.0249433,0.743318,0.539496,0.686914,5,9.25482,0.835,1,1,0.386,0.502,0.767,0.8
crustacea,15-Jassa-staudei-658.fas,15,658,658,12,2,12,6,0.828571,0.272727,0.5,0.00560871,0.00512375,-0.336859,0.721898,0.497286,0,2.60299,0.399,0.428,0.484,0.328,0.222,0.864,0.684
crustacea,15-Mesamphisopus-sp.-601.fas,15,601,601,165,108,200,14,0.990476,0.159091,0.270677,0.102344,0.0716583,-1.32613,-1.10395,-1.34536,24,4.06278,0.076,0.753,0.753,0.531,0.528,0.137,0.117
crustacea,16-Chthamalus-dalli-581.fas,16,581,581,28,20,29,14,0.983333,0,0,0.0150636,0.00980657,-1.44285,-1.85406,-2.00434,2,157.295,0.067,0.996,0.996,1,1,0.063,0.055
crustacea,16-Neocalanus-flemingeri-588.fas,16,588,588,41,16,42,16,1,0.230769,0.325,0.0215261,0.0228458,0.257886,-0.307387,-0.170233,1,3.35493,0.649,1,1,0.283,0.398,0.349,0.397
crustacea,16-Panulirus-longipes-556.fas,16,556,556,47,11,47,16,1,0.108696,0.212766,0.0254751,0.0336631,1.35816,0.454481,0.820945,8,4.03497,0.947,1,1,0.761,0.697,0.719,0.831
crustacea,16-Tetraclita-pacifica-628.fas,16,628,628,29,19,30,16,1,0,0,0.0143964,0.0109342,-0.994858,-1.57471,-1.62903,4,109.292,0.173,1,1,1,1,0.107,0.104
crustacea,17-Carcinus-aestuarii-481.fas,17,481,481,40,19,42,17,1,0.105263,0.179487,0.0258282,0.024092,-0.27858,-0.734333,-0.698682,6,16.8005,0.449,1,1,0.683,0.74,0.215,0.231
crustacea,17-Iphinoe-truncata-616.fas,17,616,616,111,29,120,16,0.992647,0.205882,0.339806,0.0576222,0.075117,1.29573,0.402724,0.767248,19,2.06682,0.934,0.957,0.957,0.328,0.323,0.677,0.802
crustacea,17-Macrobrachium-australiense-609.fas,17,609,609,37,15,37,17,1,0.111111,0.162162,0.0179802,0.0187748,0.182143,-0.480528,-0.335522,3,4.67605,0.645,1,1,0.693,0.781,0.313,0.363
crustacea,17-Sida-crystallina-614.fas,17,614,614,160,37,192,17,1,0.333333,0.496241,0.0924959,0.0747389,-0.82435,0.68031,0.281984,17,1.19209E-07,0.22,1,1,0.113,0.108,0.814,0.609
crustacea,17-Talitrus-saltator-407.fas,17,407,407,89,82,93,17,1,0.357143,0.517647,0.0675893,0.0297912,-2.37544,-3.12566,-3.3717,6,1.19209E-07,0.001,1,1,0.114,0.105,0.004,0.003
crustacea,179-Lepeophtheirus-salmonis-1536.fas,179,1536,1536,236,123,251,162,0.99887,0.00904977,0.018018,0.0283612,0.00747842,-2.35976,-5.35408,-4.67398,35,168.275,0,1,1,0.975,0.975,0.003,0.003
crustacea,18-Austropotamobius-italicus-414.fas,18,414,414,45,9,48,18,1,0.0243902,0.047619,0.0337085,0.039042,0.650615,0.662816,0.765356,12,24.8649,0.792,1,1,0.965,0.965,0.815,0.81
crustacea,18-Calamoecia-clitellata-500.fas,18,500,500,40,14,40,18,1,0.0512821,0.075,0.0232588,0.0226405,-0.108449,-0.229576,-0.225488,8,34.0404,0.483,1,1,0.941,0.941,0.378,0.379
crustacea,18-Calanus-helgolandicus-518.fas,18,518,518,25,18,25,18,1,0.0833333,0.16,0.0140316,0.00832766,-1.61325,-2.15772,-2.31871,3,127.49,0.032,1,1,0.828,0.795,0.033,0.027
crustacea,18-Cherax-quadricarinatus-523.fas,18,523,523,42,13,42,16,0.986928,0.121951,0.214286,0.0233478,0.0222447,-0.193168,-0.00921152,-0.0729139,4,2.29421,0.462,0.993,0.993,0.626,0.607,0.501,0.46
crustacea,18-Limnomysis-benedeni-605.fas,18,605,605,33,19,33,18,1,0,0,0.0158667,0.0112786,-1.16861,-1.43819,-1.57677,5,13.5276,0.111,1,1,1,1,0.103,0.089
crustacea,18-Moina-cf. micrura 1 MEG-2008-658.fas,18,658,658,8,2,8,6,0.72549,0.142857,0.25,0.00353478,0.00386396,0.323657,0.253335,0.314869,1,9.47277,0.67,0.637,0.333,0.634,0.634,0.717,0.615
crustacea,18-Pygolabis-paraburdoo-549.fas,18,549,549,20,11,20,14,0.954248,0.0526316,0.1,0.0105915,0.00701216,-1.3178,-1.23695,-1.45957,4,115.721,0.09,0.999,0.961,0.9,0.9,0.148,0.112
crustacea,19-Euastacus-sp.-531.fas,19,531,531,99,12,117,19,1,0.121951,0.228916,0.0630421,0.0711776,0.537415,1.17007,1.14302,16,15.2835,0.792,1,1,0.586,0.567,0.969,0.935
crustacea,19-Euphausia-crystallorophias-280.fas,19,280,280,16,9,17,17,0.988304,0.0714286,0.133333,0.0173712,0.0117794,-1.21953,-1.16241,-1.36721,2,204.107,0.102,1,1,0.634,0.634,0.153,0.111
crustacea,19-Neotrypaea-sp.-507.fas,19,507,507,88,16,95,19,1,0.1875,0.283951,0.0536111,0.043208,-0.80481,0.778865,0.357409,11,1.19209E-07,0.214,1,1,0.366,0.421,0.861,0.646
crustacea,19-Potamonautes-calcaratus-610.fas,19,610,610,12,3,12,10,0.900585,0,0,0.00567948,0.00596741,0.186146,0.251502,0.280456,5,41.3248,0.604,0.982,0.93,1,1,0.66,0.576
crustacea,19-Sphaeroma-terebrans-500.fas,19,500,500,107,16,112,19,1,0.722772,0.862745,0.0640896,0.0453099,-1.2193,0.932565,0.33836,7,1.19209E-07,0.109,1,1,0.001,0.001,0.919,0.66
crustacea,192-Orchestia-gammarellus-532.fas,192,532,532,20,10,20,22,0.563536,0,0,0.00644604,0.00140393,-2.10243,-3.32176,-3.41496,2,10000,0,1,0.024,1,1,0.011,0.004
crustacea,20-Cheumatopsyche-sp.-549.fas,20,549,549,137,8,166,20,1,0.109091,0.207207,0.0852283,0.096079,0.527492,1.5091,1.41463,27,25.243,0.754,1,1,0.684,0.63,0.999,0.968
crustacea,20-Cyamus-ovalis-1537.fas,20,1537,1537,180,72,197,20,1,0.0797546,0.128049,0.0361277,0.0244256,-1.34479,-0.418992,-0.817159,37,0.194673,0.078,1,1,0.844,0.9,0.302,0.211
crustacea,20-Exosphaeroma-hylecoetes-642.fas,20,642,642,47,15,47,20,1,0.195652,0.255319,0.0206353,0.0190031,-0.317483,-0.129788,-0.21679,4,0.508653,0.426,1,1,0.343,0.49,0.454,0.41
crustacea,20-Fenneropenaeus-chinensis-850.fas,20,850,850,20,20,20,20,1,0,0,0.00663223,0.00235294,-2.45171,-3.75121,-3.91652,0,10000,0,1,1,1,1,0,0
crustacea,20-Gremicambarus-virilis species complex clade 1-538.fas,20,538,538,6,5,7,7,0.731579,0.25,0.4,0.00366745,0.00223048,-1.28826,-1.82926,-1.93753,0,55.2234,0.116,0.93,0.498,0.277,0.277,0.101,0.077
crustacea,201-Neocalanus-cristatus-244.fas,201,244,244,36,21,37,37,0.796318,0,0,0.0257976,0.00685487,-2.1246,-4.96393,-4.52178,5,5.00719,0,1,0.091,1,1,0.001,0.001
crustacea,21-Maja-brachydactyla-548.fas,21,548,548,20,10,21,21,1,0.0555556,0.105263,0.0106515,0.00643031,-1.49528,-1.00928,-1.34375,3,10000,0.046,1,1,0.716,0.716,0.189,0.121
crustacea,21-Paranephrops-planifrons-595.fas,21,595,595,44,9,46,21,1,0.0243902,0.047619,0.0214953,0.0223896,0.165172,0.568334,0.521437,10,107.635,0.598,1,1,0.953,0.953,0.744,0.696
crustacea,21-Scylla-paramamosain-522.fas,21,522,522,17,10,17,21,1,0,0,0.00905209,0.00481664,-1.72974,-1.57531,-1.88591,2,10000,0.02,1,1,1,1,0.113,0.062
crustacea,22-Austropotamobius-torrentium-585.fas,22,585,585,69,23,71,22,1,0.0454545,0.0895522,0.0332937,0.0284086,-0.586364,-0.226518,-0.39498,17,6.78754,0.305,1,1,0.9,0.9,0.394,0.324
crustacea,22-Daphnia-spinulata-630.fas,22,630,630,35,14,36,19,0.982684,0.121212,0.205882,0.015687,0.00922284,-1.60103,-0.600927,-1.05737,3,1.19209E-07,0.03,1,0.997,0.506,0.562,0.281,0.157
crustacea,22-Euxinia-maeoticus-656.fas,22,656,656,82,18,89,22,1,0.426667,0.539474,0.0372174,0.0397397,0.272534,0.532809,0.529719,5,1.19209E-07,0.665,1,1,0.025,0.042,0.774,0.725
crustacea,23-Cherax-destructor-503.fas,23,503,503,35,23,36,23,1,0.121212,0.176471,0.0193915,0.0128635,-1.29517,-2.14751,-2.20629,6,5.72117,0.084,1,1,0.491,0.604,0.037,0.039
crustacea,23-Daphnia-sp.-630.fas,23,630,630,205,85,270,22,0.996047,0.111888,0.201389,0.116118,0.121469,0.186946,-0.207735,-0.0979761,39,7.17934,0.671,0.942,0.942,0.558,0.563,0.373,0.46
crustacea,24-Daphnia-ambigua-640.fas,24,640,640,83,27,90,24,1,0.0657895,0.116883,0.0376577,0.031901,-0.605006,-0.134426,-0.332399,16,18.9643,0.283,1,1,0.841,0.835,0.407,0.337
crustacea,24-Paramysis-lacustris-605.fas,24,605,605,58,21,61,24,1,0.0740741,0.145455,0.0270158,0.0298152,0.405464,-0.415356,-0.184124,9,7.01884,0.736,1,1,0.769,0.765,0.347,0.44
crustacea,25-Balanus-glandula-385.fas,25,385,385,41,26,46,24,0.996667,0.0277778,0.0540541,0.0316424,0.0231342,-1.03116,-1.85238,-1.87116,8,90.8751,0.138,1,1,0.922,0.922,0.055,0.054
crustacea,25-Mysis-diluviana-636.fas,25,636,636,24,10,26,16,0.85,0.0952381,0.181818,0.0108637,0.00685421,-1.37023,-0.656999,-1.0248,3,0.209415,0.065,0.993,0.222,0.58,0.571,0.284,0.184
crustacea,25-Paratya-australiensis-435.fas,25,435,435,72,12,86,25,1,0.0877193,0.172414,0.0523579,0.0543678,0.15064,0.907136,0.78327,13,13.2098,0.642,1,1,0.689,0.654,0.9,0.817
crustacea,25-Pygolabis-sp.-549.fas,25,549,549,184,81,243,9,0.716667,0.0518519,0.0882353,0.117221,0.0835701,-1.14672,-0.394298,-0.749076,50,1.19209E-07,0.116,0,0,0.937,0.965,0.307,0.215
crustacea,254-Chthamalus-proteus-558.fas,254,558,558,152,60,178,204,0.994927,0,0,0.0521869,0.0283839,-1.41397,-3.21181,-2.76303,38,23.871,0.042,1,1,1,1,0.009,0.007
crustacea,26-Austropotamobius-italicus-494.fas,26,494,494,52,11,53,26,1,0.36,0.45098,0.0281155,0.0162317,-1.61972,0.428217,-0.264911,4,1.19209E-07,0.037,1,1,0.07,0.118,0.689,0.382
crustacea,26-Niphargus-virei-450.fas,26,450,450,124,17,167,26,1,0.125,0.213483,0.0972833,0.113328,0.651691,1.18574,1.19405,24,11.5568,0.788,1,1,0.497,0.517,0.981,0.948
crustacea,26-Pilbarus-sp.-658.fas,26,658,658,110,7,122,11,0.830769,0.309278,0.510204,0.0485881,0.075263,2.15711,1.4802,2.00146,7,4.28509,0.989,0,0,0.093,0.052,0.998,0.998
crustacea,26-Tetraclita-formosana-657.fas,26,657,657,43,30,46,24,0.993846,0.025641,0.05,0.018348,0.00997073,-1.73825,-2.47392,-2.63338,5,146.356,0.02,1,1,0.911,0.911,0.027,0.021
crustacea,26-Tigriopus-californicus-684.fas,26,684,684,226,0,276,13,0.932308,0.146067,0.268156,0.105742,0.150841,1.69451,1.91224,2.17117,53,12.3083,0.97,0,0.001,0.359,0.328,1,0.999
crustacea,27-Balanus-glandula-266.fas,27,266,266,16,6,16,15,0.877493,0,0,0.0156056,0.0142022,-0.312117,-0.609403,-0.605925,2,26.1291,0.423,0.999,0.734,1,1,0.304,0.267
crustacea,27-Cyamus-gracilis-820.fas,27,820,820,18,2,18,6,0.754986,0,0,0.00569508,0.00645542,0.469716,0.933177,0.924681,2,10.1478,0.737,0.055,0.112,1,1,0.918,0.831
crustacea,27-Neotrypaea-californiensis-507.fas,27,507,507,43,36,45,27,1,0,0,0.0230274,0.00890665,-2.31608,-3.51011,-3.68042,1,278.393,0.003,1,1,1,1,0.012,0.007
crustacea,28-Acartia-tonsa-564.fas,28,564,564,101,15,106,28,1,0.442105,0.5625,0.0482964,0.0658608,1.4071,0.887011,1.24874,9,1.19209E-07,0.949,1,1,0.014,0.023,0.907,0.947
crustacea,28-Ampithoe-longimana-282.fas,28,282,282,29,12,29,20,0.973545,0,0,0.0264263,0.0207137,-0.789044,-0.945057,-1.05285,3,43.5024,0.208,1,1,1,1,0.187,0.146
crustacea,28-Cyamus-gracilis-1537.fas,28,1537,1537,158,23,162,21,0.981481,0.372549,0.512987,0.027085,0.0171312,-1.43346,0.89686,0.151559,23,1.19209E-07,0.072,0.411,0.612,0.037,0.042,0.905,0.571
crustacea,28-Eumunida-sternomaculata-658.fas,28,658,658,21,13,25,22,0.968254,0,0,0.00976342,0.00549203,-1.57788,-1.59467,-1.86768,3,299.966,0.042,1,0.999,1,1,0.095,0.065
crustacea,28-Euphausia-crystallorophias-336.fas,28,336,336,27,15,28,28,1,0,0,0.0214144,0.01307,-1.41847,-1.71956,-1.90905,6,10000,0.053,1,1,1,1,0.065,0.049
crustacea,28-Tigriopus-californicus-552.fas,28,552,552,194,33,260,20,0.973545,0.1,0.170213,0.121038,0.107157,-0.449954,1.01621,0.627561,44,1.5024,0.372,0.075,0.116,0.576,0.612,0.947,0.781
crustacea,29-Cirolanides-texensis-658.fas,29,658,658,173,24,202,16,0.948276,0.0684932,0.129252,0.078171,0.0789862,0.0405748,1.06855,0.858634,47,5.79389,0.59,0.007,0.025,0.826,0.808,0.941,0.855
crustacea,299-Caprella-mutica-563.fas,299,563,563,62,24,70,38,0.788332,0,0,0.0198111,0.0127454,-1.051,-2.98779,-2.49582,8,5.81475,0.153,0.475,0.006,1,1,0.009,0.01
crustacea,30-Acartia-tonsa-658.fas,30,658,658,136,2,153,7,0.714943,0.271186,0.428571,0.0586934,0.0861265,1.80163,1.84611,2.16722,0,0.867495,0.979,0,0,0.104,0.095,1,1
crustacea,30-Orconectes-barri-657.fas,30,657,657,152,53,171,30,1,0.120301,0.164179,0.0656983,0.0577302,-0.46833,-0.364545,-0.472715,23,2.67474,0.335,1,1,0.459,0.629,0.292,0.288
crustacea,31-Lynceus-macleyanus-547.fas,31,547,547,160,77,198,28,0.991398,0.0564516,0.112,0.0906072,0.0651845,-1.08026,-0.992552,-1.21128,41,1.66046,0.143,0.966,0.853,0.846,0.837,0.146,0.113
crustacea,31-Paratya-australiensis-563.fas,31,563,563,78,31,90,31,1,0.0606061,0.104478,0.0400146,0.0361428,-0.366739,-0.634521,-0.644659,11,8.54457,0.414,1,1,0.81,0.848,0.242,0.25
crustacea,31-Skistodiaptomus-pallidus-635.fas,31,635,635,170,3,225,16,0.929032,0.117647,0.208333,0.0887955,0.118214,1.27906,1.87552,1.98478,31,8.91572,0.928,0.002,0.003,0.447,0.459,1,0.998
crustacea,32-Artemia-salina-658.fas,32,658,658,47,21,49,32,1,0,0,0.0184911,0.0138371,-0.927228,-1.23793,-1.34136,7,16.671,0.185,1,1,1,1,0.113,0.096
crustacea,32-Lepeophtheirus-salmonis-1304.fas,32,1304,1304,74,62,75,28,0.989919,0.166667,0.246575,0.0142816,0.0048316,-2.48131,-4.23646,-4.31617,3,0.723393,0.001,1,1,0.267,0.336,0.001,0.001
crustacea,32-Rhithropanopeus-harrisii-523.fas,32,523,523,34,21,38,31,0.997984,0.0344828,0.0666667,0.0180415,0.00935977,-1.74758,-2.07489,-2.32318,3,99.8932,0.024,1,1,0.845,0.845,0.049,0.039
crustacea,33-Palinurus-elephas-499.fas,33,499,499,30,23,30,33,1,0,0,0.0148134,0.00484302,-2.39149,-3.52868,-3.72367,1,10000,0,1,1,1,1,0.005,0.003
crustacea,34-Catomerus-polymerus-685.fas,34,685,685,84,57,90,33,0.998217,0.0649351,0.115385,0.0321334,0.0205238,-1.35001,-2.9465,-2.84657,11,6.1086,0.073,1,1,0.769,0.765,0.017,0.022
crustacea,35-Lysmata-wurdemanni-540.fas,35,540,540,72,6,76,17,0.904202,0.313433,0.470588,0.0341882,0.0488421,1.58665,1.32511,1.67954,4,0.60636,0.962,0.173,0.053,0.059,0.056,0.992,0.988
crustacea,36-Cyamus-erraticus-820.fas,36,820,820,133,19,144,26,0.97619,0.319672,0.439024,0.0423484,0.0677816,2.25055,0.942894,1.6645,19,0.828041,0.994,0.66,0.541,0.047,0.057,0.93,0.988
crustacea,36-Macrosetella-gracilis-449.fas,36,449,449,60,20,67,36,1,0.0384615,0.0754717,0.0359847,0.0290876,-0.702943,-0.392435,-0.592801,12,1.27877,0.245,1,1,0.89,0.874,0.32,0.259
crustacea,36-Marsupenaeus-japonicus-504.fas,36,504,504,64,17,65,22,0.952381,0.129032,0.222222,0.0311008,0.0404195,1.09756,-0.104708,0.367123,11,2.88517,0.911,0.851,0.587,0.395,0.406,0.457,0.688
crustacea,37-Chthamalus-dalli-568.fas,37,568,568,33,25,35,25,0.95045,0.0333333,0.0645161,0.0147835,0.00639407,-2.00429,-3.44293,-3.49797,1,19.708,0.007,1,0.943,0.796,0.796,0.011,0.008
crustacea,38-Hymenosoma-orbiculare-598.fas,38,598,598,158,15,189,38,1,0.275591,0.445312,0.0752224,0.0865141,0.560874,1.3899,1.30434,14,1.19209E-07,0.78,1,1,0.072,0.053,0.991,0.954
crustacea,38-Pygolabis-weeliwolli-549.fas,38,549,549,13,7,13,13,0.733997,0,0,0.00563583,0.00351084,-1.18779,-1.80995,-1.89372,1,8.73218,0.108,0.997,0.283,1,1,0.076,0.056
crustacea,39-Daphnia-magna-609.fas,39,609,609,48,28,50,39,1,0.0444444,0.0869565,0.019419,0.0112727,-1.49995,-2.48749,-2.54685,6,54.1223,0.052,1,1,0.803,0.803,0.028,0.026
crustacea,39-Paranephrops-zealandicus-642.fas,39,642,642,147,32,177,39,1,0.00833333,0.0165289,0.0652099,0.0654689,0.0147749,0.527173,0.410054,40,34.1743,0.573,1,1,1,1,0.753,0.688
crustacea,39-Tetraclita-japonica-657.fas,39,657,657,64,40,69,37,0.997301,0,0,0.0248404,0.0112625,-1.98349,-2.72198,-2.92835,5,368.89,0.004,1,1,1,1,0.012,0.008
crustacea,39-Wanella-milleporae-639.fas,39,639,639,94,19,105,39,1,0.0240964,0.047619,0.0388654,0.0421416,0.310109,0.513628,0.525537,24,14.3832,0.706,1,1,0.961,0.961,0.766,0.76
crustacea,40-Orconectes-australis-657.fas,40,657,657,129,46,140,40,1,0.119658,0.194915,0.050097,0.0337373,-1.20529,-0.746234,-1.08488,17,1.19209E-07,0.091,1,1,0.402,0.43,0.201,0.139
crustacea,41-Chydaekata-sp.-658.fas,41,658,658,184,4,211,14,0.92561,0.141026,0.261146,0.0749481,0.0887649,0.682904,1.9346,1.76707,35,0.0737278,0.804,0,0.002,0.306,0.264,1,0.986
crustacea,41-Idotea-baltica-452.fas,41,452,452,35,7,35,19,0.853659,0.117647,0.228571,0.0180981,0.0153842,-0.520374,0.302982,0.0216574,4,1.19209E-07,0.324,0.902,0.135,0.484,0.417,0.66,0.489
crustacea,41-Paramphisopus-palustris-486.fas,41,486,486,97,19,102,41,1,0,0,0.0490533,0.0560223,0.518646,0.452601,0.567346,29,12.723,0.74,1,1,1,1,0.701,0.725
crustacea,42-Artemia-salina-617.fas,42,617,617,97,18,101,42,1,0.182796,0.297872,0.0380427,0.0286294,-0.900106,0.513656,0.00617243,14,1.19209E-07,0.199,1,1,0.197,0.192,0.74,0.504
crustacea,433-Balanus-glandula-386.fas,433,386,386,104,49,124,251,0.986015,0,0,0.0483306,0.0206702,-1.69201,-4.99666,-3.94274,22,33.9,0.014,1,1,1,1,0.004,0.003
crustacea,44-Gammarus-tigrinus-542.fas,44,542,542,94,23,103,44,1,0.0714286,0.129412,0.0436867,0.0477637,0.337565,0.104726,0.225854,18,3.49713,0.713,1,1,0.628,0.655,0.565,0.639
crustacea,44-Macrobrachium-nipponense-306.fas,44,306,306,61,28,67,44,1,0.037037,0.0727273,0.0503343,0.0288038,-1.52421,-1.55187,-1.83719,12,19.5586,0.039,1,1,0.843,0.843,0.081,0.058
crustacea,45-Penaeus-monodon-551.fas,45,551,551,46,42,47,8,0.531313,0.75,0.866667,0.0195072,0.0050945,-2.57842,-5.449,-5.26877,2,1.19209E-07,0,0,0,0,0,0,0
crustacea,45-Pygolabis-humphreysi-549.fas,45,549,549,36,26,36,24,0.940404,0.0285714,0.0555556,0.0149961,0.00574414,-2.1156,-3.89094,-3.8826,2,11.282,0.003,0.996,0.877,0.923,0.923,0.004,0.004
crustacea,46-Caridina-indistincta-450.fas,46,450,450,158,15,217,46,1,0.00900901,0.0178571,0.109722,0.119304,0.318898,1.51725,1.28111,49,26.4956,0.689,1,1,1,1,0.997,0.947
crustacea,47-Euphausia-superba-1044.fas,47,944,944,78,45,83,44,0.997225,0.0416667,0.0821918,0.0199072,0.0120582,-1.40414,-2.76765,-2.70682,11,40.7556,0.055,1,1,0.845,0.84,0.021,0.02
crustacea,48-Leucothoe-kensleyi-422.fas,48,422,422,51,32,52,48,1,0,0,0.0277656,0.0113757,-2.05332,-3.30599,-3.40015,5,108.715,0.006,1,1,1,1,0.013,0.009
crustacea,48-Pagurus-longicarpus-644.fas,48,644,644,45,22,49,26,0.897163,0.025,0.0487805,0.0171446,0.0158597,-0.259818,-1.86461,-1.53129,5,1.74182,0.438,0.981,0.202,0.868,0.868,0.043,0.068
crustacea,5-Alpheus-normanni-564.fas,5,564,564,144,115,174,5,1,0.226087,0.405172,0.148085,0.137057,-0.567694,-0.19349,-0.29223,26,48.2412,0.379,1,1,0.836,0.805,0.493,0.472
crustacea,5-Ampithoe-longimana-646.fas,5,645,645,109,109,109,5,1,0.972222,0.981651,0.0811163,0.0675969,-1.26736,-1.26736,-1.37837,0,1.19209E-07,0.008,1,1,0.002,0.003,0.008,0.008
crustacea,5-Antecaridina-sp.-630.fas,5,630,630,9,8,10,5,1,0,0,0.00761905,0.00666667,-0.894499,-0.596333,-0.691785,0,10000,0.295,1,1,1,1,0.429,0.295
crustacea,5-Balanus-glandula-406.fas,5,406,406,7,6,7,4,0.9,0,0,0.00827586,0.00738916,-0.74682,-0.74682,-0.778437,0,10000,0.401,0.832,0.832,1,1,0.401,0.401
